alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1737065522.8168,elite,5745.8417919889,1730220576.4033,"AS47583 Hostinger International Limited",AS-HOSTINGER,Paris,Europe,EU,France,FR,,true,"Hostinger International Limited",48.8323,2.4075,false,Hostinger,true,Île-de-France,success,Europe/Paris,75001,1736874530,1737065522.8168,80,http,http://109.176.198.142:80,false,4451.9557952881,15575,61168,20.295010619861,109.176.198.142
true,1737065335.365,elite,4722.0459568933,1711114034.8107,"AS47583 Hostinger International Limited",AS-HOSTINGER,Paris,Europe,EU,France,FR,,true,"HOSTINGER FR",48.8323,2.4075,false,"Hostinger International Ltd.",true,Île-de-France,success,Europe/Paris,75001,1736610745,1737065522.7399,80,http,http://178.16.130.81:80,false,12976.440191269,67099,280378,19.310342842836,178.16.130.81
true,1737065522.6893,transparent,6678.5101787207,1710579694.897,"AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP BIC","COLOMBIA TELECOMUNICACIONES S.A. ESP BIC",Cartagena,"South America",SA,Colombia,CO,,false,"Colombia Telecomunicaciones S.a. ESP",10.3932,-75.4832,false,"Colombia Telecomunicaciones S.a. ESP",true,"Departamento de Bolívar",success,America/Bogota,130001,1736736306,1737065522.6893,999,http,http://179.32.62.127:999,false,2668.4596538544,24271,343271,6.6035990444629,179.32.62.127
true,1737065436.6491,elite,4867.6630991864,1722495166.1006,"AS34511 Fundacion Integra",F-INTEGRA-AS,Archena,Europe,EU,Spain,ES,,false,"Universidad de Murcia",38.1147,-1.2944,false,,false,Murcia,success,Europe/Madrid,30600,1736846049,1737065522.5693,80,http,http://155.54.239.64:80,false,2742.3584461212,41797,121826,25.544697261387,155.54.239.64
true,1737065522.3839,elite,5463.5631976983,1737045363.8995,"AS24086 Viettel Corporation",VIETTEL-AS-VN,"Da Nang",Asia,AS,Vietnam,VN,,false,"Viettel Corporation",16.069,108.2255,true,"Viettel Group",false,"Da Nang",success,Asia/Ho_Chi_Minh,550000,1737045368,1737065522.3839,2326,http,http://116.105.26.22:2326,false,1468.1987762451,39,255,13.265306122449,116.105.26.22
true,1737065522.354,transparent,4876.0949654945,1735826096.5883,"AS149915 PT Lintas Daya Nusantara",LINTASDAYA-AS-ID,Surabaya,Asia,AS,Indonesia,ID,,false,"PT Lintas Daya Nusantara",-7.2523,112.7572,false,Lintasdaya,false,"East Java",success,Asia/Jakarta,60281,1737039849,1737065522.354,8080,http,http://103.189.254.2:8080,false,4145.5934047699,1917,16375,10.479991253007,103.189.254.2
true,1737065397.8224,anonymous,2603.5682196688,1730798488.8429,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.5558,-46.6396,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000-000,1736847417,1737065521.7048,80,http,http://189.22.234.33:80,false,779.23798561096,44667,37181,54.573111132832,189.22.234.33
true,1737065521.3109,transparent,6332.273195952,1722196415.1811,"AS45588 Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and Internet Service Provider.",BTCL-ISP-AS,Dhaka,Asia,AS,Bangladesh,BD,,false,"Bangladesh Telegraph & Telephone Board",23.7167,90.349,false,"Bangladesh Telegraph & Telephone Board",true,"Dhaka Division",success,Asia/Dhaka,1312,1736712738,1737065521.3109,58080,http,http://114.130.183.66:58080,false,4456.6950798035,20803,204171,9.2468463022394,114.130.183.66
true,1737065472.5892,elite,3334.0837405278,1737063958.2158,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1737064418,1737065520.8295,8671,http,http://67.43.227.227:8671,false,8445.7919597626,13,6,68.421052631579,67.43.227.227
true,1737065275.6661,elite,3387.4560596795,1718970586.9841,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1736490391,1737065520.7733,1565,http,http://67.43.228.253:1565,false,7982.0353984833,534,85693,0.61929558027068,67.43.228.253
true,1737065520.6896,elite,1255.9201634657,1730002903.2651,"AS56040 China Mobile communications corporation",CMNET-GuangDong-AP,Guangzhou,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",23.1317,113.266,true,"China Mobile Communications Corporation",true,Guangdong,success,Asia/Shanghai,510000,1736656244,1737065520.6896,80,http,http://183.240.46.42:80,false,799.17812347412,61546,42350,59.238084238084,183.240.46.42
true,1737065409.1716,transparent,8678.9085800369,1710549334.5801,"AS43754 Asiatech Data Transmission company",ASIATECH,Tehran,Asia,AS,Iran,IR,"District 7",false,"Asiatech Data Transmission company",35.7304,51.4252,false,"Asiatech Data Transmission company",true,Tehran,success,Asia/Tehran,,1736729751,1737065520.6748,3128,http,http://31.7.70.215:3128,false,7830.7702541351,24319,331268,6.8391139158631,31.7.70.215
true,1737065520.5889,transparent,7894.3276755849,1715423772.3291,"AS139490 Aspt Networks Pvt Ltd",ASPTNPL-AS-IN,Hyderabad,Asia,AS,India,IN,,false,"Aspt Networks Pvt Ltd",17.3724,78.4378,false,"Aspt Networks Pvt Ltd",true,Telangana,success,Asia/Kolkata,500007,1736901294,1737065520.5889,82,http,http://103.143.168.58:82,false,4469.5448875427,6256,193752,3.1278748850046,103.143.168.58
true,1737065520.3144,transparent,6522.3081761707,1710593870.7451,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,"Jakarta Pusat",Asia,AS,Indonesia,ID,,false,"PT. Telekomunikasi Indonesia",-6.18104,106.826,false,"Telekomunikasi Indonesia",true,Jakarta,success,Asia/Jakarta,,1736771038,1737065520.3144,8080,http,http://36.95.249.157:8080,false,3596.2669849396,30000,397185,7.0227184943292,36.95.249.157
true,1737065520.1837,elite,8056.1487099749,1717939974.3803,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",true,California,success,America/Los_Angeles,,1737035363,1737065520.1837,27286,socks4,socks4://43.135.174.246:27286,true,11069.642782211,311,56482,0.54760269751554,43.135.174.246
true,1737065520.1658,elite,10798.824767874,1732779889.3283,"AS17995 PT iForte Global Internet",SOLUSINET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,SOLUSINET,-6.1967,106.822,false,,true,Jakarta,success,Asia/Jakarta,,1736940414,1737065520.1658,80,socks4,socks4://103.164.114.91:80,true,10070.161819458,99,21467,0.45905592135769,103.164.114.91
true,1737065519.9853,transparent,5784.0802847828,1735585738.2048,"AS149664 PT NKNET Data Media",IDNIC-NKNET-AS-ID,Bajo,Asia,AS,Indonesia,ID,,false,"PT NKNET Data Media",-3.37865,120.313,false,"PT NKNET Data Media",true,"South Sulawesi",success,Asia/Makassar,,1736799143,1737065519.9853,8099,http,http://103.184.62.10:8099,false,6015.2792930603,2447,19433,11.183729433272,103.184.62.10
true,1737065519.9298,transparent,7523.4656183505,1720453684.0247,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Portoviejo,"South America",SA,Ecuador,EC,,false,"Ufinet Panama S.A.",-1.0535,-80.4477,false,"Negocios Y Telefonia Nedetel S.A",true,Manabí,success,America/Guayaquil,,1736595503,1737065519.9298,999,http,http://45.70.236.194:999,false,5921.6103553772,15159,108327,12.275885525485,45.70.236.194
true,1737065519.9112,transparent,5800.0202949949,1710540248.3148,"AS35805 JSC ""Silknet""",SILKNET-AS,Tbilisi,Asia,AS,Georgia,GE,,false,"JSC ""Silknet""",41.6959,44.832,false,"Silknet Gpon",true,Tbilisi,success,Asia/Tbilisi,,1736555790,1737065519.9112,8080,http,http://31.146.5.178:8080,false,2173.8767623901,14198,367525,3.719451015527,31.146.5.178
true,1737065462.5146,anonymous,2599.8068475983,1730745307.0049,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.5558,-46.6396,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000-000,1736792963,1737065519.5521,80,http,http://189.22.234.46:80,false,3819.0364837646,44986,37709,54.399903258964,189.22.234.46
true,1737065519.4238,elite,2179.3262643106,1720454660.6585,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shantou,Asia,AS,China,CN,,false,Chinanet,23.3541,116.682,false,Dongguanshiweiyiwangluokejiyoux,true,Guangdong,success,Asia/Shanghai,515000,1736902177,1737065519.4238,443,http,http://183.60.141.17:443,false,3959.0473175049,21112,34044,38.276887373994,183.60.141.17
true,1737065519.4036,transparent,4878.7018367222,1737050374.6466,"AS270062 FIBERNET TV SAS","FIBERNET TV SAS",Neiva,"South America",SA,Colombia,CO,,false,"Fibernet TV SAS",2.9208,-75.283,false,"FIBERNET TV",false,"Huila Department",success,America/Bogota,410001,1737050380,1737065519.4036,999,http,http://131.100.51.247:999,false,3931.6053390503,35,187,15.765765765766,131.100.51.247
true,1737065519.3146,transparent,5040.4576233455,1737063135.5706,"AS45758 Triple T Broadband Public Company Limited",TTBP-AS-AP,Pattaya,Asia,AS,Thailand,TH,,false,"Triple T Broadband Public Company Limited",13.0508,100.9367,false,"Triple T Broadband Public Company Limited",false,"Chon Buri",success,Asia/Bangkok,20150,1737063136,1737065519.3146,8080,http,http://49.48.41.68:8080,false,3645.4305648804,7,28,20,49.48.41.68
true,1737065519.1046,transparent,5189.4154990812,1725191723.5331,"AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",highspeed,Antakya,Asia,AS,Türkiye,TR,,false,"High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",36.2073,36.1619,false,"High Speed Telekomunikasyon VE Haberlesme Hizmetleri Ltd. STI",true,Hatay,success,Europe/Istanbul,31030,1736683950,1737065519.1046,8080,http,http://188.132.222.54:8080,false,6466.9277667999,11114,160781,6.465574914919,188.132.222.54
true,1737065519.1021,elite,3389.9539871649,1734477078.8602,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1736688040,1737065519.1021,3567,http,http://67.43.227.228:3567,false,4523.6988067627,44,10263,0.42689434364995,67.43.227.228
true,1737065518.5258,elite,594.42786676919,1710634052.0076,"AS61098 Akenes SA",exoscale,Geneva,Europe,EU,Switzerland,CH,,true,"Akenes SA",46.1953,6.1385,false,"Akenes SA",true,Geneva,success,Europe/Zurich,1200,1736900864,1737065518.5258,3128,http,http://194.182.163.117:3128,false,737.78223991394,121932,260308,31.899330263709,194.182.163.117
true,1737065518.3426,elite,6208.5933237479,1736881013.9897,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Sydney,Oceania,OC,Australia,AU,,true,"BrainStorm Network",-33.8715,151.2006,false,Oneprovider.com,true,"New South Wales",success,Australia/Sydney,2000,1736881888,1737065518.3426,42332,http,http://103.106.231.188:42332,false,2465.0790691376,378,2260,14.329037149356,103.106.231.188
true,1737065433.3303,elite,6719.3342739344,1736880442.3373,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Sydney,Oceania,OC,Australia,AU,,true,"BrainStorm Network",-33.8715,151.2006,false,Oneprovider.com,true,"New South Wales",success,Australia/Sydney,2000,1736880469,1737065518.3197,42009,http,http://103.106.231.188:42009,false,3056.0886859894,400,2254,15.071590052751,103.106.231.188
true,1737065518.3053,elite,6394.1198667424,1736128651.5196,"AS51167 Contabo GmbH",CONTABO,Karlsruhe,Europe,EU,Germany,DE,,true,"Contabo GmbH",48.9751,8.4456,false,"Contabo GmbH",true,Baden-Wurttemberg,success,Europe/Berlin,76229,1736730520,1737065518.3053,6969,http,http://162.244.26.31:6969,false,6965.7008647919,298,11285,2.5727359060692,162.244.26.31
true,1737065517.9757,elite,3293.242931366,1734477406.5485,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1736687714,1737065517.9757,3567,http,http://67.43.227.230:3567,false,5644.9325084686,40,9820,0.40567951318458,67.43.227.230
true,1737065517.9703,transparent,4434.1097448308,1731360092.2975,"AS152026 PT Anten Sarana Teknologi",IDNIC-ANTEN-AS-ID,Tawingmuara,Asia,AS,Indonesia,ID,,false,"PT Anten Sarana Teknologi",-6.16602,105.854,false,"PT Anten Sarana Teknologi",false,Banten,success,Asia/Jakarta,,1736902435,1737065517.9703,8181,http,http://45.123.142.9:8181,false,6580.4855823517,832,30013,2.6973577565246,45.123.142.9
true,1737062674.6248,elite,3667.8645270895,1736992504.9655,"AS54825 Packet Host, Inc.",PACKET,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Packet Host, Inc.",52.3759,4.8975,false,,true,"North Holland",success,Europe/Amsterdam,1012,1736992514,1737065517.9608,10000,http,http://147.75.34.92:10000,false,2183.6061477661,996,65,93.87370405278,147.75.34.92
true,1737065517.8588,elite,4836.9999375608,1711113266.4238,"AS24207 PT NettoCyber Indonesia",EXPRESSNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"PT NettoCyber Indonesia",-6.22718,106.826,false,,true,Jakarta,success,Asia/Jakarta,,1737031857,1737065517.8588,52667,socks4,socks4://222.165.215.117:52667,true,3912.7013683319,7201,236075,2.960012496095,222.165.215.117
true,1737065517.8337,elite,6677.2106908898,1736881052.7137,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Sydney,Oceania,OC,Australia,AU,,true,"BrainStorm Network",-33.8715,151.2006,false,Oneprovider.com,true,"New South Wales",success,Australia/Sydney,2000,1736882467,1737065517.8337,42056,http,http://103.106.231.188:42056,false,1293.4591770172,363,2267,13.802281368821,103.106.231.188
true,1737065517.4306,elite,6525.20402183,1736882640.8442,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Sydney,Oceania,OC,Australia,AU,,true,"BrainStorm Network",-33.8715,151.2006,false,Oneprovider.com,true,"New South Wales",success,Australia/Sydney,2000,1736884065,1737065517.4306,42067,http,http://103.106.231.188:42067,false,2959.1672420502,355,2255,13.60153256705,103.106.231.188
true,1737065309.2776,elite,3147.0119357109,1737065309.2776,"AS7552 Viettel Group",VIETEL-AS-AP,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,"Viettel Group",10.822,106.6257,false,VIETTEL,false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1737065313,1737065517.375,10010,http,http://115.77.143.126:10010,false,1880.2237510681,4,0,100,115.77.143.126
true,1737065517.2405,transparent,7739.2884201985,1733409643.9085,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1737041194,1737065517.2405,3128,http,http://88.99.214.87:3128,false,10775.700330734,5807,44556,11.530290093918,88.99.214.87
true,1737065517,transparent,6126.670847999,1720256597.1305,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,Mandaluyong,Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.5764,121.039,false,"Philippine Long Distance Telephone Company",false,"Metro Manila",success,Asia/Manila,1550,1736490415,1737065517,8082,http,http://124.105.48.232:8082,false,9566.6878223419,19824,186321,9.6165320526814,124.105.48.232
true,1737065516.9084,elite,4714.7571444511,1736621398.5908,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1736867012,1737065516.9084,26529,http,http://72.10.160.170:26529,false,428.8911819458,20,1707,1.1580775911986,72.10.160.170
true,1737065516.858,transparent,6250.8956037184,1722428793.8773,"AS149667 PT Gading Bhakti Utama",IDNIC-GADING-NET-AS-ID,Sukapura,Asia,AS,Indonesia,ID,,false,"PT Gading Bhakti Utama",-6.9373,107.672,false,"PT Gading Bhakti Utama",true,"West Java",success,Asia/Jakarta,,1736596101,1737065516.858,8080,http,http://103.184.56.122:8080,false,11263.865470886,18994,181392,9.4787060972323,103.184.56.122
true,1737065173.9344,elite,1568.2888031006,1737065173.9344,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1737065180,1737065516.5443,27471,http,http://72.10.164.178:27471,false,494.65680122375,3,0,100,72.10.164.178
true,1737065516.4723,elite,5529.2831726757,1719918813.3368,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Beijing,Asia,AS,China,CN,,true,"Hangzhou Alibaba Advertising Co., Ltd.",39.911,116.395,false,"Alibaba.com LLC",true,Beijing,success,Asia/Shanghai,,1737026286,1737065516.4723,3128,socks4,socks4://8.146.200.53:3128,true,13308.050870895,1202,71150,1.6613224237063,8.146.200.53
true,1737065516.4708,elite,10325.425170436,1721251682.609,"AS16509 Amazon.com, Inc.",AMAZON-02,Dublin,"North America",NA,"United States",US,,true,"Amazon.com, Inc.",40.0992,-83.1141,false,"AWS EC2 (us-east-2)",true,Ohio,success,America/New_York,43017,1736721261,1737065516.4708,3128,socks4,socks4://3.131.13.76:3128,true,13395.318984985,202,37754,0.53219517335863,3.131.13.76
true,1737065431.9143,elite,6173.3697345909,1736880745.8633,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Sydney,Oceania,OC,Australia,AU,,true,"BrainStorm Network",-33.8715,151.2006,false,Oneprovider.com,true,"New South Wales",success,Australia/Sydney,2000,1736880753,1737065516.4517,42090,http,http://103.106.231.188:42090,false,1057.3737621307,369,2282,13.919275745002,103.106.231.188
true,1737065516.4411,elite,5552.3616687672,1736880177.3451,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Sydney,Oceania,OC,Australia,AU,,true,"BrainStorm Network",-33.8715,151.2006,false,Oneprovider.com,true,"New South Wales",success,Australia/Sydney,2000,1736880862,1737065516.4411,42434,http,http://103.106.231.188:42434,false,1031.2595367432,296,2344,11.212121212121,103.106.231.188
true,1737065516.4392,elite,3969.5494641791,1722286289.3929,"AS49981 WorldStream B.V.",WorldStream,Naaldwijk,Europe,EU,"The Netherlands",NL,,true,"WorldStream B.V.",51.9981,4.198,false,Worldstream,true,"South Holland",success,Europe/Amsterdam,2671,1736472009,1737065516.4392,11647,socks4,socks4://62.112.10.35:11647,true,843.3883190155,143,38148,0.37345590347601,62.112.10.35
true,1737065516.4164,transparent,5672.6332805522,1720528234.6345,"AS140401 PT Proxi Jaringan Nusantara",PROXINET-AS-ID,Jember,Asia,AS,Indonesia,ID,,false,"PT Proxi Jaringan Nusantara",-8.1716,113.7052,false,"PT Hancom Teknologi Indonesia",true,"East Java",success,Asia/Jakarta,68121,1736489161,1737065516.4164,7777,http,http://103.184.54.3:7777,false,742.06018447876,13417,103790,11.447268507854,103.184.54.3
true,1737065516.3278,elite,6307.0497231498,1736881802.2668,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Sydney,Oceania,OC,Australia,AU,,true,"BrainStorm Network",-33.8715,151.2006,false,Oneprovider.com,true,"New South Wales",success,Australia/Sydney,2000,1736883094,1737065516.3278,42124,http,http://103.106.231.188:42124,false,1126.8434524536,339,2287,12.909367859863,103.106.231.188
true,1737065516.0697,transparent,6926.6052566109,1710607516.3695,"AS4755 TATA Communications formerly VSNL is Leading ISP",TATACOMM-AS,"New Delhi",Asia,AS,India,IN,,false,"Tata Communications Limited",28.652,77.1663,false,"Tata Communications Limited",true,"National Capital Territory of Delhi",success,Asia/Kolkata,110020,1736785825,1737065516.0697,80,http,http://219.65.42.165:80,false,6201.4148235321,11156,394960,2.7469983945474,219.65.42.165
true,1737065515.7859,transparent,6570.3751668962,1722714976.5092,"AS6147 Telefonica del Peru S.A.A.","Telefonica del Peru S.A.A.",Tarma,"South America",SA,Peru,PE,,false,"Telefonica del Peru S.A.A.",-11.42,-75.6877,false,"Telefonica del Peru S.A.A",true,Junin,success,America/Lima,,1736901786,1737065515.7859,8080,http,http://200.37.252.122:8080,false,2703.8130760193,29077,123255,19.087913242129,200.37.252.122
true,1737065457.8565,anonymous,2528.4246725007,1721982136.2126,"AS33765 TANZANIA TELECOMMUNICATIONS CO. LTD",TTCLDATA,"Dar es Salaam",Africa,AF,Tanzania,TZ,,false,TTCL,-6.8135,39.2686,true,,true,"Dar es Salaam Region",success,Africa/Dar_es_Salaam,,1736934258,1737065515.5771,80,http,http://41.59.90.171:80,false,7990.9951686859,68730,40567,62.883702205916,41.59.90.171
true,1737065515.4825,transparent,5567.0788766735,1736430515.1688,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Link3 Technologies Limited",23.7534,90.3722,false,"Corporate Subscriber",false,"Dhaka Division",success,Asia/Dhaka,1209,1737037429,1737065515.4825,96,http,http://27.147.144.42:96,false,9207.4820995331,1071,8187,11.568373298769,27.147.144.42
true,1737065515.4509,transparent,10868.274840036,1726319523.424,"AS149359 PT Persada Data Multimedia",IDNIC-PDM-AS-ID,Setro,Asia,AS,Indonesia,ID,,false,"PT Persada Data Multimedia",-6.9241,112.188,false,"PT Persada Data Multimedia",true,"East Java",success,Asia/Jakarta,,1736602887,1737065515.4509,8181,http,http://103.180.118.115:8181,false,14926.150083542,1656,118893,1.3737152527188,103.180.118.115
true,1737065361.8083,elite,2681.7365776409,1737064015.8799,"AS7552 Viettel Group",VIETEL-AS-AP,"Bà Rịa–Vũng Tàu Province",Asia,AS,Vietnam,VN,,false,VIETELxdsl,10.5858,107.2471,false,"xDSL Services",false,"Bà Rịa–Vũng Tàu Province",success,Asia/Ho_Chi_Minh,790000,1737064018,1737065515.4115,10011,http,http://115.74.5.92:10011,false,1314.5160675049,11,10,52.380952380952,115.74.5.92
true,1737065515.2679,transparent,5785.5382816932,1721837923.4478,"AS138064 PT. Jinom Network Indonesia",JINOM-AS-ID,Gianyar,Asia,AS,Indonesia,ID,,false,"PT. Jinom Network Indonesia",-8.645,115.2116,false,Jinom,true,Bali,success,Asia/Makassar,80237,1736622932,1737065515.2679,8080,http,http://103.70.93.77:8080,false,920.43471336365,19613,185149,9.578437405378,103.70.93.77
true,1737065515.1193,transparent,4693.303936024,1736968552.845,"AS135375 Today Communication Co.,Ltd",TCC-AS-AP,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"Today Communication Co., Ltd",11.5448,104.8921,false,"TODAY Network",false,"Phnom Penh",success,Asia/Phnom_Penh,12308,1736968561,1737065515.1193,8080,http,http://102.165.58.209:8080,false,11001.305818558,197,1212,13.981547196593,102.165.58.209
true,1737065514.7937,transparent,5734.4696317306,1730010660.452,"AS269984 CORPORACION MATRIX TV, C.A.","CORPORACION MATRIX TV, C.A.",Maracaibo,"South America",SA,Venezuela,VE,,false,"CORPORACION MATRIX TV, C.A.",10.6658,-71.621,false,"CORPORACION MATRIX TV, C.A",true,Zulia,success,America/Caracas,,1736664158,1737065514.7937,999,http,http://186.148.195.67:999,false,9429.0657043457,10810,92916,10.421687908528,186.148.195.67
true,1737065416.2604,elite,960.2293898424,1732449667.0596,"AS140293 CHINATELECOM Jiangsu province Changzhou 5G network",CHINATELECOM-JIANGSU-CHANGZHOU-5G-NETWORK,Nanjing,Asia,AS,China,CN,,false,"China Telecom",32.0607,118.763,false,"Chinanet JS",true,Jiangsu,success,Asia/Shanghai,210000,1736683841,1737065514.7887,9999,http,http://61.160.247.69:9999,false,2311.3188743591,21466,44957,32.317119070202,61.160.247.69
true,1737065514.5128,transparent,5677.2729533523,1731443464.0016,"AS5650 Frontier Communications of America, Inc.",FRONTIER-FRTR,Torrance,"North America",NA,"United States",US,,false,"Frontier Communications of America, Inc.",33.8225,-118.3103,false,"Frontier Communications Corporation",true,California,success,America/Los_Angeles,90501,1736887147,1737065514.5128,4228,http,http://47.176.240.250:4228,false,2452.5787830353,8968,73334,10.896454521154,47.176.240.250
true,1737065513.9683,elite,3743.9545008927,1721022769.4763,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1736863924,1737065513.9683,14843,socks4,socks4://67.43.236.20:14843,true,818.40682029724,239,51625,0.46082060774333,67.43.236.20
true,1737065513.9528,transparent,6618.2177261091,1730193055.041,"AS272954 VUELATECHNOLOGY S.A.S.","VUELATECHNOLOGY S.A.S.",Quito,"South America",SA,Ecuador,EC,,false,VUELATECHNOLOGY,-0.2309,-78.5211,false,"Negocios Y Telefonia Nedetel S.A",true,Pichincha,success,America/Guayaquil,,1736846385,1737065513.9528,999,http,http://177.234.211.95:999,false,5923.2840538025,10174,91009,10.055048773015,177.234.211.95
true,1737065513.7311,transparent,4517.4213208919,1733595965.6898,"AS38511 PT Remala Abadi",TACHYON-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"PT Remala Abadi",-6.2056,106.8376,false,,true,Jakarta,success,Asia/Jakarta,11730,1736619756,1737065513.7311,3127,http,http://101.255.118.9:3127,false,11003.466844559,6062,43540,12.221281399944,101.255.118.9
true,1737065246.2039,elite,1333.3018392005,1719933392.9286,"AS16276 OVH SAS",OVH,London,Europe,EU,"United Kingdom",GB,,true,"OVH SAS",51.5074,-0.1196,false,"LGardner Abbie",true,England,success,Europe/London,EC1N,1736869211,1737065513.5261,80,http,http://51.89.255.67:80,false,7624.233007431,260367,15658,94.327325423422,51.89.255.67
true,1737065513.1455,transparent,3393.2876788801,1736966960.2696,"AS141917 PT Muria Data Utama",IDNIC-MDU-AS-ID,Kudus,Asia,AS,Indonesia,ID,,false,"PT Muria Data Utama",-6.80218,110.856,false,"PT Muria Data Utama",false,"Central Java",success,Asia/Jakarta,,1736966963,1737065513.1455,8085,http,http://103.164.229.173:8085,false,2982.5794696808,248,1185,17.306350314027,103.164.229.173
true,1737065433.3489,transparent,4261.8859716014,1724709628.5668,"AS56041 China Mobile communications corporation",CMNET-Zhejiang-AP,Wenzhou,Asia,AS,China,CN,,false,"China Mobile communications corporation",28.0002,120.6547,true,"China Mobile",true,Zhejiang,success,Asia/Shanghai,,1736806910,1737065512.9502,3128,http,http://111.1.61.47:3128,false,1055.9012889862,93662,84449,52.586308537934,111.1.61.47
true,1737065461.2337,transparent,6841.3528975849,1710561066.4342,"AS3786 LG DACOM Corporation",LGDACOM,Yongsan-dong,Asia,AS,"South Korea",KR,"Hyoryeong-ro 49-gil",false,KIDC,37.4852,127.01,false,URISYSTEM,true,Seoul,success,Asia/Seoul,06641,1736740022,1737065512.925,443,http,http://211.234.125.5:443,false,8859.4038486481,62103,362156,14.637992358441,211.234.125.5
true,1737065394.6223,elite,3868.1038913392,1710768377.4736,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,false,"China Mobile communications corporation",23.1317,113.266,true,"China Mobile",true,Guangdong,success,Asia/Shanghai,510000,1736946668,1737065512.8571,8060,http,http://120.205.70.102:8060,false,2229.8805713654,44414,354091,11.145155016876,120.205.70.102
